timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1505667379594,31472,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667379950,40500,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667380950,62564,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667380950,57000,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667380951,56852,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667380951,48500,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667380951,68000,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667380951,34183,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667380951,66169,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667381952,67839,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667381952,44102,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667381952,51010,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667381952,55778,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667381952,32160,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667381952,66075,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667381953,34605,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667382953,43358,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667382953,60643,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667382953,68527,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667382954,33583,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667382954,32741,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667382954,25628,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667382954,24873,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667383954,44472,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667383955,27848,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667383955,48362,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667383955,29797,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667383955,30500,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667383955,43073,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667383955,28039,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667384955,27135,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667384956,27204,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667384956,26633,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667384956,39285,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667384956,34164,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667384956,29545,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667384956,36020,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667385956,28787,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667385957,34760,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667385957,36724,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667385957,65656,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667385957,53865,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667385957,38442,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667385957,53400,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667386957,46115,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667386957,40841,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667386958,28787,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667386958,53865,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667386958,33333,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667386958,51637,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667386958,37783,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667387958,62972,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667387958,57750,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667387958,51127,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667387959,41813,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667387959,62344,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667387959,60651,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667387959,31043,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667388959,41584,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667388959,45591,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667388960,64999,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667388960,21608,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
1505667388960,20707,10.10.0.107 CPU,,,,,true,,0,0,0,0,0,0,0
1505667388960,30478,10.10.0.104 CPU,,,,,true,,0,0,0,0,0,0,0
1505667388960,30050,10.10.0.105 CPU,,,,,true,,0,0,0,0,0,0,0
1505667389960,34177,10.10.0.102 CPU,,,,,true,,0,0,0,0,0,0,0
1505667389961,22864,10.10.0.103 CPU,,,,,true,,0,0,0,0,0,0,0
1505667389961,29545,10.10.0.101 CPU,,,,,true,,0,0,0,0,0,0,0
1505667389961,18204,10.10.0.106 CPU,,,,,true,,0,0,0,0,0,0,0
